# NAVER 상품정보제공고시 상품군별 필드 제목. type<TAB>field<TAB>title. 출처: NAVER 커머스API 공개 레퍼런스(v2 채널 상품 조회 스키마), 2026-09-18 추출.
rentalEtc	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
rentalEtc	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
rentalEtc	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
rentalEtc	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
rentalEtc	itemName	품명
rentalEtc	modelName	모델명
rentalEtc	ownershipTransferCondition	소유권 이전 조건
rentalEtc	payingForLossOrDamage	상품의 고장, 분실, 훼손 시 소비자 책임
rentalEtc	refundPolicyForCancel	중도 해약 시 환불 기준
rentalEtc	customerServicePhoneNumber	소비자 상담 관련 전화번호
rentalHa	returnCostReason	제품하자/오배송에 따른 청약철회 조항
rentalHa	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
rentalHa	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
rentalHa	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
rentalHa	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
rentalHa	itemName	품명
rentalHa	modelName	모델명
rentalHa	ownershipTransferCondition	소유권 이전 조건
rentalHa	payingForLossOrDamage	상품의 고장, 분실, 훼손 시 소비자 책임
rentalHa	refundPolicyForCancel	중도 해약 시 환불 기준
rentalHa	customerServicePhoneNumber	소비자 상담 관련 전화번호
rentalHa	maintenance	유지 보수 조건
rentalHa	specification	제품 사양
digitalContents	returnCostReason	제품하자/오배송에 따른 청약철회 조항
digitalContents	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
digitalContents	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
digitalContents	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
digitalContents	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
digitalContents	producer	제작자 또는 공급자
digitalContents	termsOfUse	이용 조건
digitalContents	usePeriod	이용 기간
digitalContents	medium	상품 제공 방식
digitalContents	requirement	최소 시스템 사양, 필수 소프트웨어
digitalContents	cancelationPolicy	청약철회 및 계약의 해제, 해지에 따른 효과
digitalContents	customerServicePhoneNumber	소비자 상담 관련 전화번호
giftCard	returnCostReason	제품하자/오배송에 따른 청약철회 조항
giftCard	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
giftCard	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
giftCard	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
giftCard	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
giftCard	issuer	발행자
giftCard	periodStartDate	유효기간 시작일
giftCard	periodEndDate	유효기간 종료일
giftCard	termsOfUse	이용 조건
giftCard	useStorePlace	이용 가능 매장(장소)
giftCard	useStoreUrl	이용 가능 매장(URL)
giftCard	refundPolicy	잔액 환급 조건
giftCard	customerServicePhoneNumber	소비자 상담 관련 전화번호
mobileCoupon	returnCostReason	제품하자/오배송에 따른 청약철회 조항
mobileCoupon	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
mobileCoupon	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
mobileCoupon	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
mobileCoupon	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
mobileCoupon	issuer	발행자
mobileCoupon	usableCondition	유효기간, 이용 조건
mobileCoupon	usableStore	이용 가능 매장
mobileCoupon	cancelationPolicy	환불 조건 및 방법
mobileCoupon	customerServicePhoneNumber	소비자 상담 관련 전화번호
movieShow	returnCostReason	제품하자/오배송에 따른 청약철회 조항
movieShow	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
movieShow	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
movieShow	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
movieShow	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
movieShow	sponsor	주최 또는 기획
movieShow	actor	주연
movieShow	rating	관람 등급
movieShow	showTime	상영ㆍ공연 시간
movieShow	showPlace	상영ㆍ공연 장소
movieShow	cancelationCondition	예매 취소 조건
movieShow	cancelationPolicy	취소ㆍ환불 방법
movieShow	customerServicePhoneNumber	소비자 상담 관련 전화번호
etcService	returnCostReason	제품하자/오배송에 따른 청약철회 조항
etcService	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
etcService	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
etcService	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
etcService	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
etcService	serviceProvider	서비스 제공 사업자
etcService	certificateDetails	법에 의한 인증ㆍ허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항
etcService	usableCondition	이용 조건
etcService	cancelationStandard	취소ㆍ중도해약ㆍ해지 조건 및 환불 기준
etcService	cancelationPolicy	취소ㆍ환불 방법
etcService	customerServicePhoneNumber	소비자 상담 관련 전화번호
biochemistry	returnCostReason	제품하자/오배송에 따른 청약철회 조항
biochemistry	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
biochemistry	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
biochemistry	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
biochemistry	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
biochemistry	productName	품목 및 제품명
biochemistry	dosageForm	용도 및 제형
biochemistry	packDate	제조연월
biochemistry	packDateText	제조연월 직접 입력
biochemistry	expirationDate	유통기한
biochemistry	expirationDateText	유통기한 직접 입력
biochemistry	weight	중량·용량·매수·크기
biochemistry	effect	효능ㆍ효과
biochemistry	importer	수입자
biochemistry	producer	제조국
biochemistry	manufacturer	제조자(사)
biochemistry	childProtection	어린이보호포장 대상 제품 여부
biochemistry	chemicals	제품에 사용된 화학 물질 명칭
biochemistry	caution	사용상 주의사항
biochemistry	safeCriterionNo	안전기준적합확인신고번호 또는 안전확인대상 생활화학제품승인번호
biochemistry	customerServicePhoneNumber	소비자 상담 관련 전화번호
biocidal	returnCostReason	제품하자/오배송에 따른 청약철회 조항
biocidal	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
biocidal	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
biocidal	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
biocidal	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
biocidal	productName	제품명 및 살생물제품유형
biocidal	weight	중량 또는 용량 및 표준 사용량
biocidal	effect	효능ㆍ효과
biocidal	rangeOfUse	사용 대상자 및 사용 범위
biocidal	importer	수입자
biocidal	producer	제조국
biocidal	manufacturer	제조자(사)
biocidal	childProtection	어린이보호포장 대상 제품 여부
biocidal	harmfulChemicalSubstance	살생물물질, 나노물질, 유해화학물질(또는 중점관리물질)의 명칭
biocidal	maleficence	제품 유해성ㆍ위해성 표시
biocidal	caution	사용 방법 및 사용상 주의사항
biocidal	approvalNumber	승인번호
biocidal	customerServicePhoneNumber	소비자상담 전화번호
biocidal	expirationDate	유통기한
biocidal	expirationDateText	유통기한 직접 입력
cellPhone	returnCostReason	제품하자/오배송에 따른 청약철회 조항
cellPhone	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
cellPhone	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
cellPhone	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
cellPhone	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
cellPhone	itemName	품목
cellPhone	modelName	모델명
cellPhone	certificationType	KC 인증정보
cellPhone	releaseDate	동일 모델의 출시연월
cellPhone	releaseDateText	동일 모델 출시연월일 직접 입력
cellPhone	manufacturer	제조자(사)
cellPhone	importer	수입자
cellPhone	producer	제조국
cellPhone	size	크기
cellPhone	weight	무게
cellPhone	telecomType	이동통신사
cellPhone	joinProcess	가입절차
cellPhone	extraBurden	소비자의 추가적인 부담사항
cellPhone	specification	주요 사양
cellPhone	warrantyPolicy	품질 보증 기준
cellPhone	afterServiceDirector	A/S 책임자와 전화번호
etc	returnCostReason	제품하자/오배송에 따른 청약철회 조항
etc	noRefundReason	제품하자가 아닌 소비자의 단순변심에 따른 청약철회가 불가능한 경우 그 구체적 사유와 근거
etc	qualityAssuranceStandard	재화 등의 교환ㆍ반품ㆍ보증 조건 및 품질 보증 기준
etc	compensationProcedure	대금을 환불받기 위한 방법과 환불이 지연될 경우 지연배상금을 지급받을 수 있다는 사실 및 배상금 지급의 구체적인 조건·절차
etc	troubleShootingContents	소비자피해보상의 처리, 재화 등에 대한 불만 처리 및 소비자와 사업자 사이의 분쟁 처리에 관한 사항
etc	itemName	품명
etc	modelName	모델명
etc	certificateDetails	법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항
etc	manufacturer	제조자(사)
etc	afterServiceDirector	A/S 책임자
etc	customerServicePhoneNumber	소비자 상담 관련 전화번호
